호텔명,입실,퇴실,지역,숙박유형,가격
게스트 하우스 우미카지,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",9506
산티아고 게스트하우스 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",13048
글란즈인 마쓰오 게스트하우스 인 오키나와,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",80010
우미 노 야도 우미카제,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",46600
아이엔 커피 & 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19883
더 키친 호스텔 아오,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",15978
게스트하우스 그랜드 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",16116
게스트 하우스 이챠리바쵸데,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21244
자마미아 인터내셔널 게스트하우스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21436
스타 라이트 테라스 테루야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",118897
게스트 하우스 아마와리 10,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19130
게스트하우스 난데야넨 - 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11431
게스트 하우스 후쿠토미 (여성 전용),2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",22984
쿠모지소 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11551
켄 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",24853
게라마 백팩커스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",112814
쓰바메야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
시월 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",18132
게스트 하우스 우미카지,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",9506
산티아고 게스트하우스 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",13048
글란즈인 마쓰오 게스트하우스 인 오키나와,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",80010
우미 노 야도 우미카제,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",46600
아이엔 커피 & 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19883
더 키친 호스텔 아오,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",15978
게스트하우스 그랜드 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",16116
게스트 하우스 이챠리바쵸데,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21244
자마미아 인터내셔널 게스트하우스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21436
스타 라이트 테라스 테루야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",118897
게스트 하우스 아마와리 10,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19130
게스트하우스 난데야넨 - 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11431
게스트 하우스 후쿠토미 (여성 전용),2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",22984
쿠모지소 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11551
켄 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",24853
게라마 백팩커스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",112814
쓰바메야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
시월 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",18132
게스트 하우스 우미카지,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",9506
산티아고 게스트하우스 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",13048
글란즈인 마쓰오 게스트하우스 인 오키나와,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",80010
우미 노 야도 우미카제,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",46600
아이엔 커피 & 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19883
더 키친 호스텔 아오,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",15978
게스트하우스 그랜드 나하,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",16116
게스트 하우스 이챠리바쵸데,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21244
자마미아 인터내셔널 게스트하우스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",21436
스타 라이트 테라스 테루야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",118897
게스트 하우스 아마와리 10,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19130
게스트하우스 난데야넨 - 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11431
게스트 하우스 후쿠토미 (여성 전용),2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",22984
쿠모지소 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",11551
켄 호스텔,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",24853
게라마 백팩커스,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",112814
쓰바메야,2023-08-19,2023-08-20,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
호스텔 모스라 노 다마고,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",34173
레스텔 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",16553
올 프렌드,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",22691
민슈쿠 탄타완,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",127530
캐빈 & 호텔 리타임,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",17979
게스트하우스 캠캠 오키나와,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",9320
고야 소 게스트하우스,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",35362
스텔라 리조트 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",6111
시 사이드 게스트 하우스 폴 폴,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",622299
로하스 빌라,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",6089
호스텔 하쿠세이소,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",17635
그레이스 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",17397
게스트하우스 베이스 오키나와,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",9850
시만추 게스트 하우스 유이엔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",24792
게스트 하우스 아마카라 오키나와,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",24386
호텔 함비 리조트,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",23766
선셋 힐 비즈,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",28419
아사히노야도 시다카지,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",59027
게스트 하우스 ISA,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",32086
오키나와 호스텔 얀바루 후쿠로,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",25639
쿠오레유이,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",39819
마이 플레이스 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",15358
시월 호스텔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",17286
게스트 하우스 우미카지,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",9506
산티아고 게스트하우스 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",10718
글란즈인 마쓰오 게스트하우스 인 오키나와,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",80010
우미 노 야도 우미카제,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",46600
아이엔 커피 & 호스텔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",18640
더 키친 호스텔 아오,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",13859
스밀락스 쿠리치,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",34122
게스트하우스 그랜드 나하,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",16116
게스트 하우스 이챠리바쵸데,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",21244
자마미아 인터내셔널 게스트하우스,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",21436
스타 라이트 테라스 테루야,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",118897
게스트하우스 야카 소바,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",73256
게스트하우스 난데야넨 - 호스텔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",11184
게스트 하우스 후쿠토미 (여성 전용),2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",22460
쿠모지소 호스텔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",10028
얀바루 노 모리,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",96259
켄 호스텔,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",24853
게라마 백팩커스,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",64465
쓰바메야,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
게라마 백팩커스,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",64465
쓰바메야,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
게라마 백팩커스,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",19779
가제노오카,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",64465
쓰바메야,2023-08-20,2023-08-21,오키나와,"게스트하우스,캡슐호텔,호스텔",170946
라이프 이즈 어 저니,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",31416
호스텔 모스라 노 다마고,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",34173
레스텔 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",16956
올 프렌드,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",23452
민슈쿠 탄타완,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",127530
캐빈 & 호텔 리타임,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",18410
게스트하우스 캠캠 오키나와,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",9320
고야 소 게스트하우스,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",36131
스텔라 리조트 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",6254
시 사이드 게스트 하우스 폴 폴,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",311149
로하스 빌라,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",6089
호스텔 하쿠세이소,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",17635
그레이스 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",17397
게스트하우스 베이스 오키나와,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",9626
시만추 게스트 하우스 유이엔,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",25355
게스트 하우스 아마카라 오키나와,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",24955
호텔 함비 리조트,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",23766
선셋 힐 비즈,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",28419
게스트 하우스 ISA,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",32835
오키나와 호스텔 얀바루 후쿠로,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",25639
쿠오레유이,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",39819
마이 플레이스 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",15022
시월 호스텔,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",16882
게스트 하우스 우미카지,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",9506
산티아고 게스트하우스 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",10718
글란즈인 마쓰오 게스트하우스 인 오키나와,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",80010
우미 노 야도 우미카제,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",46600
아이엔 커피 & 호스텔,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",21977
게스트 하우스 이로하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",26717
더 키친 호스텔 아오,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",13557
스밀락스 쿠리치,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",34122
게스트하우스 그랜드 나하,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",16116
네이처 미라이칸,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",141752
게스트 하우스 이챠리바쵸데,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",21244
자마미아 인터내셔널 게스트하우스,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",21436
스타 라이트 테라스 테루야,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",118897
게스트하우스 야카 소바,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",73256
민슈쿠 아가이하마,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",35819
게스트하우스 난데야넨 - 호스텔,2023-08-21,2023-08-22,오키나와,"게스트하우스,캡슐호텔,호스텔",11431
